Iteracion,TamanoPareto,PoblacionUnica,DiversidadRutas,MejorLatencia,MejorPerdida,MejorJitter,MejorAnchoBanda,PromedioIntentosSinMejora
69,17,30,0.9440205419791261,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,3.3333333333333335
70,17,30,0.9453122664185918,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,2.7333333333333334
71,17,30,0.945616720154052,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,3.1
72,17,30,0.9501492744069229,32.744690824397125,0.003673527410583022,3.5937157683551857,495.217672480206,3.6666666666666665
73,18,30,0.9417871580058358,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.166666666666667
74,18,30,0.9406548457080035,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.133333333333334
75,19,30,0.9424019978187276,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.133333333333334
76,19,30,0.9514231675426107,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.133333333333334
77,19,30,0.9518895045780111,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.6
78,19,30,0.9527098238650359,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.033333333333333
79,19,30,0.9575162507316952,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.1666666666666665
80,19,30,0.9572156645588624,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.7666666666666666
81,19,30,0.9559357436560725,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.6
82,19,30,0.9492519891312466,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.0666666666666667
83,19,30,0.9451139967700787,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.9
84,19,30,0.9353368644910445,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.2333333333333334
85,19,30,0.9306838111802354,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.433333333333333
86,19,30,0.9365427372365099,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.466666666666667
87,19,30,0.9396774308171181,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.2666666666666666
88,19,30,0.9451645020517567,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.0
89,19,30,0.9460265458626382,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.4
90,19,30,0.9413034451643879,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.0
91,19,30,0.9325956767017862,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.5
92,19,30,0.9335221439480567,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.0
93,19,30,0.9326779702875931,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.9
94,19,30,0.9315514277962602,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.8
95,19,30,0.9366595920893589,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.3
96,19,30,0.9455536610925468,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.466666666666667
97,19,30,0.9424283530683599,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.233333333333333
98,19,30,0.9395544852278952,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.966666666666667
99,19,30,0.9350225054183552,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.7666666666666666
100,19,30,0.9341949881194518,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.1666666666666665
101,19,30,0.9371451995613399,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.433333333333333
102,19,30,0.9398532357051552,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.7333333333333334
103,19,30,0.9320732114963196,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.1
104,19,30,0.9445889044641756,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.966666666666667
105,19,30,0.939518860763528,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.1666666666666665
